name,tags
TOKYO GHOUL:re [CALL to EXIST],"Action,Anime,Gore,Violent,Character Customization,Singleplayer,Multiplayer,Hentai,Sexual Content,Hack and Slash,Co-op,Horror,Adventure,JRPG"
Gunfire Reborn,"Roguelite,FPS,Online Co-Op,Co-op,Roguelike,Multiplayer,Looter Shooter,Indie,Action,Adventure,RPG,Shooter,Action Roguelike,First-Person,Dungeon Crawler,Replay Value,Early Access,Singleplayer,Fast-Paced,Loot"
One Military Camp,"Management,Base Building,City Builder,Resource Management,Simulation,Sandbox,Economy,Building,Strategy,Colony Sim,Time Management,Strategy RPG,Character Customization,Funny,Life Sim,Stylized,Isometric,Class-Based,Indie,Real Time Tactics"
The Long Dark,"Survival,Open World Survival Craft,Open World,Exploration,Atmospheric,First-Person,Singleplayer,Adventure,Crafting,Sandbox,Simulation,Post-apocalyptic,Indie,Walking Simulator,Survival Horror,Strategy,Difficult,Action,Early Access,Horror"
Cult of the Lamb,"Base Building,Action Roguelike,Character Customization,Cute,Singleplayer,Roguelite,Dungeon Crawler,Dark Humor,Colony Sim,Building,Action,2D,Adventure,Funny,Faith,Fantasy,Controller,Strategy,Colorful,Third Person"
Scorn,"Gore,Horror,Atmospheric,Puzzle,First-Person,Nudity,Sexual Content,Dark,Adventure,Psychological Horror,Violent,Singleplayer,Lovecraftian,Walking Simulator,Sci-fi,Indie,Surreal,Action,Survival Horror,FPS"
REMEDIUM: Sentinels,"Action Roguelike,Bullet Hell,Roguelite,Shooter,3D,Singleplayer,Casual,Top-Down,Action RPG,Roguelike,Action,Top-Down Shooter,Post-apocalyptic,Medieval,Score Attack,Survival,Dark,Retro,Dark Fantasy,Controller"
Gas Station Simulator,"Simulation,Economy,Building,Indie,Singleplayer,Multiplayer,Base Building,Realistic,First-Person,Relaxing,Open World,Management,Crafting,Casual,Funny,Design & Illustration,Family Friendly,Co-op,Memes,Destruction"
Afterimage,"Metroidvania,Side Scroller,Exploration,2D Platformer,Anime,Hack and Slash,Souls-like,Female Protagonist,Difficult,Action RPG,Platformer,Action-Adventure,RPG,2D,Cute,Lore-Rich,Open World,Story Rich,Multiple Endings,Choices Matter"
Voidtrain,"Open World Survival Craft,Survival,Multiplayer,Co-op,Open World,Base Building,Crafting,Adventure,Online Co-Op,First-Person,Exploration,Building,Atmospheric,Sandbox,Singleplayer,Action,Simulation,Early Access,Indie,Trains"
Bus World,"Automobile Sim,Simulation,Indie,Racing,Adventure,Early Access,Driving,Atmospheric,Singleplayer,Realistic,Open World,Casual,Sports,Sandbox,Exploration,Moddable,Difficult,Audio Production,Education,Relaxing"
Subnautica,"Open World Survival Craft,Survival,Open World,Horror,Exploration,Underwater,Crafting,Base Building,Singleplayer,Adventure,First-Person,Sci-fi,Sandbox,Aliens,Atmospheric,Survival Horror,Multiplayer,Action,Indie,Early Access"
For The King,"RPG,Online Co-Op,Open World,Strategy,Roguelike,Turn-Based,Multiplayer,Co-op,Turn-Based Combat,Adventure,Tabletop,Roguelite,Turn-Based Strategy,Party-Based RPG,Indie,Board Game,Fantasy,Local Co-Op,Hex Grid,Strategy RPG"
Remnant: From the Ashes,"Souls-like,Action,RPG,Co-op,Adventure,Third-Person Shooter,Multiplayer,Online Co-Op,Shooter,Post-apocalyptic,Survival,Difficult,Singleplayer,Lovecraftian,Dark Fantasy,Violent,Procedural Generation,Atmospheric,Horror,Replay Value"
"Ranch Simulator - Build, Farm, Hunt","Early Access,Simulation,Multiplayer,Online Co-Op,Open World,Farming Sim,Farming,Job Simulator,Co-op,Realistic,Hunting,Sandbox,Singleplayer,Destruction,Management,Trading,Economy,Immersive Sim,Relaxing,Indie"
Gang Beasts,"Funny,Physics,Multiplayer,Colorful,Party Game,Party,Local Multiplayer,Fighting,Comedy,3D Fighter,Casual,Soundtrack,4 Player Local,Co-op,Family Friendly,Beat 'em up,Memes,Third Person,Singleplayer,Indie"
Honkai Impact 3rd,"Anime,Action,RPG,Adventure,3D Fighter,JRPG,Action RPG,Third Person,3D Platformer,3D Vision,Exploration,Colorful,Top-Down,Drama,Story Rich,Post-apocalyptic,Artificial Intelligence,Lore-Rich,Mechs,Alternate History"
Detroit: Become Human,"Choices Matter,Story Rich,Multiple Endings,Cinematic,Singleplayer,Emotional,Adventure,Sci-fi,Futuristic,Robots,Beautiful,Great Soundtrack,Atmospheric,Third Person,Dynamic Narration,Replay Value,Cyberpunk,Narration,Violent,Female Protagonist"
Grim Dawn,"Action RPG,Hack and Slash,Dark Fantasy,RPG,Loot,Dungeon Crawler,Co-op,Dark,Multiplayer,Singleplayer,Fantasy,Action,Adventure,Isometric,Atmospheric,Post-apocalyptic,Indie,Zombies,Kickstarter,Crowdfunded"
Killing Floor,"FPS,Zombies,Co-op,Survival,Horror,Action,Multiplayer,Online Co-Op,Gore,Shooter,Team-Based,First-Person,Survival Horror,Moddable,Great Soundtrack,Class-Based,Singleplayer,Difficult,Comedy,Adventure"
Pathfinder: Wrath of the Righteous - Enhanced Edition,"Party-Based RPG,Class-Based,Difficult,Violent,Choose Your Own Adventure,Exploration,Open World,Stylized,RPG,Atmospheric,CRPG,Turn-Based Combat,Story Rich,Fantasy,Character Customization,Isometric,Choices Matter,Dark Fantasy,Dragons,Medieval"
Space Engineers,"Space,Sandbox,Building,Open World Survival Craft,Multiplayer,Survival,Simulation,Open World,Physics,Crafting,Destruction,Co-op,Futuristic,Indie,Sci-fi,Singleplayer,Action,Strategy,Adventure,Early Access"
Ravenswatch,"Roguelite,Indie,Co-op,Action,Roguelike,Singleplayer,Action Roguelike,Difficult,Atmospheric,Online Co-Op,Early Access,Dark Fantasy,Adventure,Replay Value,Hack and Slash,Procedural Generation,Top-Down,Exploration,Dark,Fast-Paced"
Bloodhound,"Action,Shooter,FPS,3D,Dark,Gore,Singleplayer,PvE,Demons,Horror,Indie,Retro,Fast-Paced,Action-Adventure,Adventure,Violent,Atmospheric,Blood,Difficult,First-Person"
The Break-In,"Early Access,Simulation,VR,Stealth,Crime,Multiplayer,Heist,Online Co-Op,Action,Funny,Horror,Exploration,Platformer,3D Platformer,Immersive Sim,Physics,Co-op,First-Person,Action-Adventure,Co-op Campaign"
Moonlighter,"Hack and Slash,Pixel Graphics,Roguelite,Dungeon Crawler,Action Roguelike,Roguelike,RPG,Character Action Game,Action RPG,Procedural Generation,Adventure,Management,Controller,Exploration,Singleplayer,Action,Simulation,Top-Down,Fantasy,2D"
TRAHA Global,"Combat,MMORPG,RPG,Action,Co-op,PvP,PvE,Character Customization,Open World,Party-Based RPG,Action RPG,Action-Adventure,3D,Multiplayer,Online Co-Op,Third Person,Colorful,Cinematic,War,Lore-Rich"
Call to Arms - Gates of Hell: Ostfront,"World War II,Strategy,Real Time Tactics,RTS,Historical,War,Realistic,Singleplayer,Level Editor,PvE,PvP,Multiplayer,Co-op,Military,Top-Down,Wargame,Online Co-Op,Action,Tanks,Difficult"
Abalon (formerly Summoners Fate),"Turn-Based Tactics,Card Battler,Dungeon Crawler,Roguelite,Roguelike,Grid-Based Movement,Open World,Turn-Based Combat,Strategy,Deckbuilding,Turn-Based Strategy,Tabletop,Fantasy,Turn-Based,Party-Based RPG,Procedural Generation,Class-Based,RPG,Top-Down,Singleplayer"
Ni no Kuni™ II: Revenant Kingdom,"RPG,JRPG,Anime,Adventure,Open World,Singleplayer,Fantasy,Story Rich,Cute,Action RPG,Great Soundtrack,Hack and Slash,Dungeon Crawler,Action,Strategy,City Builder,Cartoony,Exploration,Multiplayer,Survival"
Scrap Mechanic,"Building,Sandbox,Open World,Survival,Multiplayer,Crafting,Physics,Base Building,Co-op,Singleplayer,First-Person,Adventure,Third Person,Funny,Simulation,Early Access,Action,Indie,Moddable,Online Co-Op"
Madshot,"Platformer,Lovecraftian,Fast-Paced,Roguelite,Action,Parkour,Shooter,Action Roguelike,Gore,Dark Fantasy,Singleplayer,Side Scroller,Roguelike,2D,Bullet Time,Procedural Generation,Hand-drawn,Action RPG,Comic Book,Bullet Hell"
Northgard,"Strategy,City Builder,Simulation,RTS,Base Building,Building,Colony Sim,4X,Tactical,Economy,Management,War,Moddable,PvP,PvE,Singleplayer,Multiplayer,Co-op,Vikings,Resource Management"
Total Conflict: Resistance,"Early Access,FPS,Tactical,Wargame,RTS,Grand Strategy,Real Time Tactics,Immersive Sim,Cinematic,Combat,Military,Realistic,Management,War,Atmospheric,Political Sim,Resource Management,Choices Matter,Economy,Strategy"
My Lands: Black Gem Hunting,"Strategy,Free to Play,RTS,Massively Multiplayer,Multiplayer,Indie,Casual,Adventure,MMORPG,Singleplayer,RPG,Co-op,2D"
Neverwinter,"Free to Play,MMORPG,RPG,Massively Multiplayer,Adventure,Multiplayer,Fantasy,Action,Open World,Character Customization,Co-op,Dungeons & Dragons,PvP,Dragons,Action RPG,PvE,Third Person,Hack and Slash,Atmospheric,Zombies"
Battle Brothers,"Tactical RPG,Turn-Based Combat,Strategy,Medieval,RPG,Open World,Sandbox,Turn-Based Strategy,Replay Value,Procedural Generation,Roguelite,Perma Death,Difficult,Turn-Based,Tactical,Turn-Based Tactics,Fantasy,Character Customization,2D,CRPG"
Arcadegeddon,"Roguelite,Action,Third-Person Shooter,Looter Shooter,Adventure,Action Roguelike,Arcade,Shooter,Colorful,Cyberpunk,Futuristic,Retro,PvP,PvE,Online Co-Op,Multiplayer,Singleplayer,Indie,Replay Value,Party Game"
Endzone - A World Apart,"City Builder,Strategy,Survival,Post-apocalyptic,Simulation,Base Building,Indie,Building,Colony Sim,Sandbox,Management,Singleplayer,Resource Management,Economy,Real-Time,Difficult,Procedural Generation,Realistic,Atmospheric,Early Access"
Disco Elysium - The Final Cut,"RPG,Story Rich,Choices Matter,Detective,Isometric,Atmospheric,Singleplayer,CRPG,Point & Click,Noir,Surreal,Indie,Adventure,Exploration,Funny,Visual Novel,Open World,Character Customization,Political,Sexual Content"
Farthest Frontier,"Early Access,City Builder,Survival,Colony Sim,Strategy,Building,Military,Simulation,Singleplayer,Sandbox,Resource Management,Management,RTS,Realistic,Old School,Open World Survival Craft,Immersive Sim,3D,Alternate History,4X"
Century: Age of Ashes,"Free to Play,Dragons,Multiplayer,Action,Team-Based,Flight,PvP,Indie,Hero Shooter,Third Person,Arena Shooter,Shooter,Fantasy,Online Co-Op,Dark Fantasy,Character Customization,Mythology,Third-Person Shooter,Spectacle fighter,Early Access"
My Time At Portia,"RPG,Life Sim,Open World,Farming Sim,Crafting,Simulation,Casual,Adventure,Singleplayer,Agriculture,Building,Sandbox,Indie,Relaxing,Mining,Exploration,Survival,Cartoony,Post-apocalyptic,Female Protagonist"
Punch Club,"Management,Time Management,Boxing,Pixel Graphics,Beat 'em up,RPG,2D Fighter,Fighting,Sports,Arcade,Simulation,Story Rich,Choices Matter,2D,Funny,Retro,Cartoony,Action,Atmospheric,1990's"
Necromunda: Hired Gun,"Action,Adventure,Warhammer 40K,Shooter,FPS,Gore,First-Person,Singleplayer,Violent,Action-Adventure,Games Workshop,Combat,Dog,Character Customization,Female Protagonist,Looter Shooter,Cyberpunk,Open World,Nudity,Multiplayer"
"Papers, Please","Indie,Political,Simulation,Singleplayer,Point & Click,Pixel Graphics,Dystopian,Multiple Endings,Puzzle,Story Rich,Retro,Atmospheric,2D,Great Soundtrack,Addictive,Strategy,Replay Value,Casual,Adventure,Difficult"
BONELAB,"VR,Physics,Sandbox,Action,Shooter,FPS,First-Person,Action-Adventure,Violent,Underground,Experimental,Psychological,Combat,Puzzle,Dark,Indie,Story Rich,Female Protagonist,Singleplayer,Atmospheric"
Old World,"Strategy,Simulation,Grand Strategy,Historical,4X,Turn-Based Strategy,Tactical,Management,War,Sandbox,Turn-Based,Turn-Based Tactics,Singleplayer,Multiplayer,Co-op,Moddable,Military,Economy,Turn-Based Combat,Replay Value"
People Playground,"Sandbox,Physics,Gore,Violent,Blood,Moddable,2D,Singleplayer,Destruction,Simulation,Funny,Building,Pixel Graphics,Psychological Horror,Indie,Casual,Action,Horror,Comedy,Choose Your Own Adventure"
Shadows of Doubt,"Early Access,Detective,Immersive Sim,Sandbox,Noir,Voxel,Stealth,Procedural Generation,Puzzle,First-Person,Action,Open World,Singleplayer,Cyberpunk,RPG,Adventure,Indie,Action RPG,Pixel Graphics,Atmospheric"
LISA: The Painful,"Dark Humor,RPG,Story Rich,Post-apocalyptic,Great Soundtrack,Indie,Choices Matter,Psychological Horror,Dark,Pixel Graphics,RPGMaker,Adventure,Funny,Singleplayer,2D,Atmospheric,Comedy,Horror,Side Scroller,Platformer"
Divinity: Original Sin - Enhanced Edition,"RPG,Turn-Based,Co-op,Adventure,Fantasy,Party-Based RPG,Strategy,Story Rich,Turn-Based Combat,Character Customization,Open World,CRPG,Singleplayer,Local Co-Op,Isometric,Multiplayer,Indie,Turn-Based Strategy,Great Soundtrack,Split Screen"
Bloons TD 6,"Tower Defense,Strategy,Multiplayer,Singleplayer,Co-op,Online Co-Op,Family Friendly,Casual,3D,Cartoony,Sandbox,Great Soundtrack,Difficult,Funny,Cute,Survival,Action,Indie,2D,Adventure"
SCUM,"Survival,Open World Survival Craft,Multiplayer,Open World,Zombies,Massively Multiplayer,Nudity,Action,Early Access,Adventure,Realistic,Crafting,Singleplayer,FPS,Violent,PvP,Gore,Third Person,Indie,RPG"
Train Sim World® 3,"Simulation,Trains,Driving,Realistic,Singleplayer,Transportation,First-Person,Relaxing,Physics,Family Friendly,Immersive Sim,Atmospheric,Multiplayer,Automobile Sim,Open World,Story Rich,Mature,Adventure,Psychological Horror,Survival Horror"
WARNO,"Early Access,Wargame,Military,Real Time Tactics,RTS,Cold War,War,Strategy,Tanks,Artificial Intelligence,Real-Time,PvP,Turn-Based Strategy,Alternate History,Historical,Tactical,Simulation,Realistic,Bullet Time,Team-Based"
Wolcen: Lords of Mayhem,"Hack and Slash,Action RPG,Isometric,Multiplayer,RPG,Action,Loot,Adventure,Indie,Co-op,Character Customization,Dark Fantasy,Dungeon Crawler,Singleplayer,Controller,Fantasy,Top-Down,Medieval,Online Co-Op,Difficult"
The Planet Crafter,"Early Access,Story Rich,Open World Survival Craft,Base Building,Sandbox,Open World,Crafting,Building,Atmospheric,Survival,Resource Management,First-Person,Exploration,Immersive Sim,Sci-fi,Automation,Adventure,Singleplayer,Space,Aliens"
WorldBox - God Simulator,"Early Access,God Game,Sandbox,Pixel Graphics,Simulation,Colony Sim,Life Sim,Destruction,Building,Artificial Intelligence,Political Sim,Fantasy,Indie,Medieval,Procedural Generation,Relaxing,Management,Politics,Mythology,Idler"
Lords Mobile,"Free to Play,Strategy,Massively Multiplayer,Gore,Anime,War,RPG,Multiplayer,LGBTQ+,NSFW,Memes,Illuminati,RTS,Casual,Family Friendly,Mature,MMORPG,Female Protagonist,World War II,Dating Sim"
Partisans 1941,"Strategy,Real Time Tactics,World War II,Stealth,Tactical,Singleplayer,Isometric,Indie,War,Historical,Tactical RPG,Assassin,Strategy RPG,Atmospheric,Difficult,Character Customization,Action,3D,Third Person,Combat"
Cosmoteer: Starship Architect & Commander,"Early Access,Space,Sandbox,Building,Strategy,Simulation,Open World,PvP,Co-op,Singleplayer,Online Co-Op,Base Building,Automation,Crafting,Multiplayer,Sci-fi,Space Sim,Resource Management,Real Time Tactics,Top-Down"
Travellers Rest,"Life Sim,Pixel Graphics,Farming Sim,Management,RPG,Immersive Sim,Collectathon,Medieval,Crafting,Building,Fantasy,Isometric,Resource Management,Colorful,Singleplayer,Adventure,Indie,Inventory Management,Early Access,Simulation"
Crysis 2 Remastered,"Action,Sandbox,Shooter,FPS,Hero Shooter,First-Person,Shoot 'Em Up,Aliens,Dark Humor,Futuristic,Dystopian,Post-apocalyptic,Sci-fi,Tactical,Combat,Singleplayer,PvE,Violent"
Undisputed,"3D Fighter,3D,Third Person,Combat,Controller,Boxing,Fighting,Multiplayer,Sports,Realistic,Early Access,Singleplayer,Local Multiplayer,Action,eSports,Simulation,PvE,PvP,Character Customization,Immersive Sim"
SCARLET NEXUS,"Action,Anime,RPG,Adventure,JRPG,Action RPG,Sci-fi,Action-Adventure,Combat,Character Action Game,Open World,Fighting,Interactive Fiction,Fantasy,Futuristic,Character Customization,Strategy RPG,Singleplayer,CRPG,Hack and Slash"
Sally Face - Episode One,"Story Rich,Psychological Horror,Dark,Indie,Horror,Adventure,Mystery,Atmospheric,Puzzle,Singleplayer,Point & Click,Narrative,Hand-drawn,Supernatural,Emotional,2D,Interactive Fiction,Demons,Dark Humor,Casual"
Gems of War - Puzzle RPG,"Free to Play,Match 3,Puzzle,PvE,PvP,Card Game,Strategy RPG,Turn-Based Strategy,RPG,Strategy,2D,Turn-Based Combat,Story Rich,Singleplayer,Casual,Fantasy,Magic,War,Adventure,Multiplayer"
iRacing,"Racing,Automobile Sim,Simulation,Sports,VR,Driving,Massively Multiplayer,Multiplayer,Realistic,Singleplayer,Controller,eSports,First-Person,Open World"
Sun Haven,"Farming Sim,Pixel Graphics,Multiplayer,RPG,Life Sim,Character Customization,Dating Sim,Relaxing,Agriculture,Adventure,Crafting,Simulation,Singleplayer,Magic,Fantasy,Combat,Mining,Exploration,Fishing,Cooking"
Metel - Horror Escape,"Horror,Indie,Puzzle,3D,First-Person,Hidden Object,Survival Horror,Action,Investigation,Exploration,Survival,Story Rich,Time Manipulation,Old School,Dark,Realistic,Mystery,Linear,Singleplayer,Early Access"
Brick Rigs,"Sandbox,Destruction,Building,Multiplayer,Open World,LEGO,Family Friendly,Physics,Driving,Simulation,Funny,Early Access,Racing,Action,First-Person,Zombies,Singleplayer,FPS,Gun Customization,Flight"
OMORI,"Psychological Horror,Story Rich,Pixel Graphics,Indie,Great Soundtrack,RPG,Multiple Endings,Hand-drawn,RPGMaker,Horror,Colorful,2D,Turn-Based,Atmospheric,Party-Based RPG,Exploration,JRPG,Anime,Stylized,Fantasy"
Pizza Tower,"Great Soundtrack,2D Platformer,Fast-Paced,Cartoony,Indie,Comedy,Platformer,Singleplayer,Funny,Action,Pixel Graphics,2D,Psychological Horror,Epic,Colorful,Difficult,Retro,1990's,Horror,Adventure"
APB Reloaded,"Free to Play,Open World,Multiplayer,Action,Character Customization,Massively Multiplayer,Shooter,Third-Person Shooter,PvP,Crime,Third Person,Co-op,Racing,Sandbox,FPS,Adventure,Singleplayer,Nudity,Hacking,Anime"
Potion Craft: Alchemist Simulator,"Singleplayer,Crafting,Relaxing,Simulation,Medieval,Management,Indie,RPG,Life Sim,2D,Sandbox,Hand-drawn,Casual,Farming Sim,Resource Management,Choices Matter,Point & Click,Historical,Investigation,Trading"
The Legend of Heroes: Trails from Zero,"RPG,JRPG,Story Rich,Turn-Based Combat,Anime,Great Soundtrack,Singleplayer,Fantasy"
Tabletop Simulator,"Tabletop,Board Game,Simulation,Multiplayer,Sandbox,Card Game,Trading Card Game,VR,Physics,Casual,Moddable,3D,Strategy,Wargame,Online Co-Op,Co-op,RPG,Funny,First-Person,Indie"
Beholder,"Dystopian,Choices Matter,Political Sim,Strategy,Simulation,Atmospheric,Singleplayer,Dark,Story Rich,Multiple Endings,Political,Point & Click,Dark Humor,Indie,Great Soundtrack,3D,Adventure,2D,RPG,Violent"
MORDHAU,"Medieval,Multiplayer,First-Person,Swordplay,Gore,PvP,Online Co-Op,Action,Fighting,PvE,Character Customization,Hack and Slash,Team-Based,Third Person,Realistic,Competitive,Historical,Indie,Survival,FPS"
The Callisto Protocol™,"Horror,Sci-fi,Survival Horror,Third-Person Shooter,Space,Shooter,Action-Adventure,Third Person,PvE,3D,Action,Story Rich,Linear,Realistic,Adventure,Robots,Cinematic,Dark,Futuristic,Shoot 'Em Up"
The Stronghold Collection,"City Builder,Real Time Tactics,Colony Sim,Medieval,Sandbox,Building,Economy,Management,War,Military,Base Building,Strategy,RTS,Real-Time,Isometric,Top-Down,Historical,Open World,Simulation,Resource Management"
METAL GEAR SOLID V: THE PHANTOM PAIN,"Stealth,Open World,Action,Story Rich,Tactical,Cinematic,Great Soundtrack,Third Person,Singleplayer,Atmospheric,Adventure,Horses,Multiplayer,Third-Person Shooter,Shooter,Replay Value,Sandbox,Dark,Sci-fi,Heist"
